Links,Region,DateNumber,Date
http://www.vgchartz.com/weekly/42260/Global/,Global,42260,2015-09-13
http://www.vgchartz.com/weekly/42260/USA/,USA,42260,2015-09-13
http://www.vgchartz.com/weekly/42260/Europe/,Europe,42260,2015-09-13
http://www.vgchartz.com/weekly/42260/UK/,UK,42260,2015-09-13
http://www.vgchartz.com/weekly/42260/Germany/,Germany,42260,2015-09-13
http://www.vgchartz.com/weekly/42260/France/,France,42260,2015-09-13
http://www.vgchartz.com/weekly/42260/Japan/,Japan,42260,2015-09-13
http://www.vgchartz.com/weekly/42253/Global/,Global,42253,2015-09-06
http://www.vgchartz.com/weekly/42253/USA/,USA,42253,2015-09-06
http://www.vgchartz.com/weekly/42253/Europe/,Europe,42253,2015-09-06
http://www.vgchartz.com/weekly/42253/UK/,UK,42253,2015-09-06
http://www.vgchartz.com/weekly/42253/Germany/,Germany,42253,2015-09-06
http://www.vgchartz.com/weekly/42253/France/,France,42253,2015-09-06
http://www.vgchartz.com/weekly/42253/Japan/,Japan,42253,2015-09-06
http://www.vgchartz.com/weekly/42246/Global/,Global,42246,2015-08-30
http://www.vgchartz.com/weekly/42246/USA/,USA,42246,2015-08-30
http://www.vgchartz.com/weekly/42246/Europe/,Europe,42246,2015-08-30
http://www.vgchartz.com/weekly/42246/UK/,UK,42246,2015-08-30
http://www.vgchartz.com/weekly/42246/Germany/,Germany,42246,2015-08-30
http://www.vgchartz.com/weekly/42246/France/,France,42246,2015-08-30
http://www.vgchartz.com/weekly/42246/Japan/,Japan,42246,2015-08-30
http://www.vgchartz.com/weekly/42239/Global/,Global,42239,2015-08-23
http://www.vgchartz.com/weekly/42239/USA/,USA,42239,2015-08-23
http://www.vgchartz.com/weekly/42239/Europe/,Europe,42239,2015-08-23
http://www.vgchartz.com/weekly/42239/UK/,UK,42239,2015-08-23
http://www.vgchartz.com/weekly/42239/Germany/,Germany,42239,2015-08-23
http://www.vgchartz.com/weekly/42239/France/,France,42239,2015-08-23
http://www.vgchartz.com/weekly/42239/Japan/,Japan,42239,2015-08-23
http://www.vgchartz.com/weekly/42232/Global/,Global,42232,2015-08-16
http://www.vgchartz.com/weekly/42232/USA/,USA,42232,2015-08-16
http://www.vgchartz.com/weekly/42232/Europe/,Europe,42232,2015-08-16
http://www.vgchartz.com/weekly/42232/UK/,UK,42232,2015-08-16
http://www.vgchartz.com/weekly/42232/Germany/,Germany,42232,2015-08-16
http://www.vgchartz.com/weekly/42232/France/,France,42232,2015-08-16
http://www.vgchartz.com/weekly/42232/Japan/,Japan,42232,2015-08-16
http://www.vgchartz.com/weekly/42225/Global/,Global,42225,2015-08-09
http://www.vgchartz.com/weekly/42225/USA/,USA,42225,2015-08-09
http://www.vgchartz.com/weekly/42225/Europe/,Europe,42225,2015-08-09
http://www.vgchartz.com/weekly/42225/UK/,UK,42225,2015-08-09
http://www.vgchartz.com/weekly/42225/Germany/,Germany,42225,2015-08-09
http://www.vgchartz.com/weekly/42225/France/,France,42225,2015-08-09
http://www.vgchartz.com/weekly/42225/Japan/,Japan,42225,2015-08-09
http://www.vgchartz.com/weekly/42218/Global/,Global,42218,2015-08-02
http://www.vgchartz.com/weekly/42218/USA/,USA,42218,2015-08-02
http://www.vgchartz.com/weekly/42218/Europe/,Europe,42218,2015-08-02
http://www.vgchartz.com/weekly/42218/UK/,UK,42218,2015-08-02
http://www.vgchartz.com/weekly/42218/Germany/,Germany,42218,2015-08-02
http://www.vgchartz.com/weekly/42218/France/,France,42218,2015-08-02
http://www.vgchartz.com/weekly/42218/Japan/,Japan,42218,2015-08-02
http://www.vgchartz.com/weekly/42211/Global/,Global,42211,2015-07-26
http://www.vgchartz.com/weekly/42211/USA/,USA,42211,2015-07-26
http://www.vgchartz.com/weekly/42211/Europe/,Europe,42211,2015-07-26
http://www.vgchartz.com/weekly/42211/UK/,UK,42211,2015-07-26
http://www.vgchartz.com/weekly/42211/Germany/,Germany,42211,2015-07-26
http://www.vgchartz.com/weekly/42211/France/,France,42211,2015-07-26
http://www.vgchartz.com/weekly/42211/Japan/,Japan,42211,2015-07-26
http://www.vgchartz.com/weekly/42204/Global/,Global,42204,2015-07-19
http://www.vgchartz.com/weekly/42204/USA/,USA,42204,2015-07-19
http://www.vgchartz.com/weekly/42204/Europe/,Europe,42204,2015-07-19
http://www.vgchartz.com/weekly/42204/UK/,UK,42204,2015-07-19
http://www.vgchartz.com/weekly/42204/Germany/,Germany,42204,2015-07-19
http://www.vgchartz.com/weekly/42204/France/,France,42204,2015-07-19
http://www.vgchartz.com/weekly/42204/Japan/,Japan,42204,2015-07-19
http://www.vgchartz.com/weekly/42197/Global/,Global,42197,2015-07-12
http://www.vgchartz.com/weekly/42197/USA/,USA,42197,2015-07-12
http://www.vgchartz.com/weekly/42197/Europe/,Europe,42197,2015-07-12
http://www.vgchartz.com/weekly/42197/UK/,UK,42197,2015-07-12
http://www.vgchartz.com/weekly/42197/Germany/,Germany,42197,2015-07-12
http://www.vgchartz.com/weekly/42197/France/,France,42197,2015-07-12
http://www.vgchartz.com/weekly/42197/Japan/,Japan,42197,2015-07-12
http://www.vgchartz.com/weekly/42190/Global/,Global,42190,2015-07-05
http://www.vgchartz.com/weekly/42190/USA/,USA,42190,2015-07-05
http://www.vgchartz.com/weekly/42190/Europe/,Europe,42190,2015-07-05
http://www.vgchartz.com/weekly/42190/UK/,UK,42190,2015-07-05
http://www.vgchartz.com/weekly/42190/Germany/,Germany,42190,2015-07-05
http://www.vgchartz.com/weekly/42190/France/,France,42190,2015-07-05
http://www.vgchartz.com/weekly/42190/Japan/,Japan,42190,2015-07-05
http://www.vgchartz.com/weekly/42183/Global/,Global,42183,2015-06-28
http://www.vgchartz.com/weekly/42183/USA/,USA,42183,2015-06-28
http://www.vgchartz.com/weekly/42183/Europe/,Europe,42183,2015-06-28
http://www.vgchartz.com/weekly/42183/UK/,UK,42183,2015-06-28
http://www.vgchartz.com/weekly/42183/Germany/,Germany,42183,2015-06-28
http://www.vgchartz.com/weekly/42183/France/,France,42183,2015-06-28
http://www.vgchartz.com/weekly/42183/Japan/,Japan,42183,2015-06-28
http://www.vgchartz.com/weekly/42176/Global/,Global,42176,2015-06-21
http://www.vgchartz.com/weekly/42176/USA/,USA,42176,2015-06-21
http://www.vgchartz.com/weekly/42176/Europe/,Europe,42176,2015-06-21
http://www.vgchartz.com/weekly/42176/UK/,UK,42176,2015-06-21
http://www.vgchartz.com/weekly/42176/Germany/,Germany,42176,2015-06-21
http://www.vgchartz.com/weekly/42176/France/,France,42176,2015-06-21
http://www.vgchartz.com/weekly/42176/Japan/,Japan,42176,2015-06-21
http://www.vgchartz.com/weekly/42169/Global/,Global,42169,2015-06-14
http://www.vgchartz.com/weekly/42169/USA/,USA,42169,2015-06-14
http://www.vgchartz.com/weekly/42169/Europe/,Europe,42169,2015-06-14
http://www.vgchartz.com/weekly/42169/UK/,UK,42169,2015-06-14
http://www.vgchartz.com/weekly/42169/Germany/,Germany,42169,2015-06-14
http://www.vgchartz.com/weekly/42169/France/,France,42169,2015-06-14
http://www.vgchartz.com/weekly/42169/Japan/,Japan,42169,2015-06-14
http://www.vgchartz.com/weekly/42162/Global/,Global,42162,2015-06-07
http://www.vgchartz.com/weekly/42162/USA/,USA,42162,2015-06-07
http://www.vgchartz.com/weekly/42162/Europe/,Europe,42162,2015-06-07
http://www.vgchartz.com/weekly/42162/UK/,UK,42162,2015-06-07
http://www.vgchartz.com/weekly/42162/Germany/,Germany,42162,2015-06-07
http://www.vgchartz.com/weekly/42162/France/,France,42162,2015-06-07
http://www.vgchartz.com/weekly/42162/Japan/,Japan,42162,2015-06-07
http://www.vgchartz.com/weekly/42155/Global/,Global,42155,2015-05-31
http://www.vgchartz.com/weekly/42155/USA/,USA,42155,2015-05-31
http://www.vgchartz.com/weekly/42155/Europe/,Europe,42155,2015-05-31
http://www.vgchartz.com/weekly/42155/UK/,UK,42155,2015-05-31
http://www.vgchartz.com/weekly/42155/Germany/,Germany,42155,2015-05-31
http://www.vgchartz.com/weekly/42155/France/,France,42155,2015-05-31
http://www.vgchartz.com/weekly/42155/Japan/,Japan,42155,2015-05-31
http://www.vgchartz.com/weekly/42148/Global/,Global,42148,2015-05-24
http://www.vgchartz.com/weekly/42148/USA/,USA,42148,2015-05-24
http://www.vgchartz.com/weekly/42148/Europe/,Europe,42148,2015-05-24
http://www.vgchartz.com/weekly/42148/UK/,UK,42148,2015-05-24
http://www.vgchartz.com/weekly/42148/Germany/,Germany,42148,2015-05-24
http://www.vgchartz.com/weekly/42148/France/,France,42148,2015-05-24
http://www.vgchartz.com/weekly/42148/Japan/,Japan,42148,2015-05-24
http://www.vgchartz.com/weekly/42141/Global/,Global,42141,2015-05-17
http://www.vgchartz.com/weekly/42141/USA/,USA,42141,2015-05-17
http://www.vgchartz.com/weekly/42141/Europe/,Europe,42141,2015-05-17
http://www.vgchartz.com/weekly/42141/UK/,UK,42141,2015-05-17
http://www.vgchartz.com/weekly/42141/Germany/,Germany,42141,2015-05-17
http://www.vgchartz.com/weekly/42141/France/,France,42141,2015-05-17
http://www.vgchartz.com/weekly/42141/Japan/,Japan,42141,2015-05-17
http://www.vgchartz.com/weekly/42134/Global/,Global,42134,2015-05-10
http://www.vgchartz.com/weekly/42134/USA/,USA,42134,2015-05-10
http://www.vgchartz.com/weekly/42134/Europe/,Europe,42134,2015-05-10
http://www.vgchartz.com/weekly/42134/UK/,UK,42134,2015-05-10
http://www.vgchartz.com/weekly/42134/Germany/,Germany,42134,2015-05-10
http://www.vgchartz.com/weekly/42134/France/,France,42134,2015-05-10
http://www.vgchartz.com/weekly/42134/Japan/,Japan,42134,2015-05-10
http://www.vgchartz.com/weekly/42127/Global/,Global,42127,2015-05-03
http://www.vgchartz.com/weekly/42127/USA/,USA,42127,2015-05-03
http://www.vgchartz.com/weekly/42127/Europe/,Europe,42127,2015-05-03
http://www.vgchartz.com/weekly/42127/UK/,UK,42127,2015-05-03
http://www.vgchartz.com/weekly/42127/Germany/,Germany,42127,2015-05-03
http://www.vgchartz.com/weekly/42127/France/,France,42127,2015-05-03
http://www.vgchartz.com/weekly/42127/Japan/,Japan,42127,2015-05-03
http://www.vgchartz.com/weekly/42120/Global/,Global,42120,2015-04-26
http://www.vgchartz.com/weekly/42120/USA/,USA,42120,2015-04-26
http://www.vgchartz.com/weekly/42120/Europe/,Europe,42120,2015-04-26
http://www.vgchartz.com/weekly/42120/UK/,UK,42120,2015-04-26
http://www.vgchartz.com/weekly/42120/Germany/,Germany,42120,2015-04-26
http://www.vgchartz.com/weekly/42120/France/,France,42120,2015-04-26
http://www.vgchartz.com/weekly/42120/Japan/,Japan,42120,2015-04-26
http://www.vgchartz.com/weekly/42113/Global/,Global,42113,2015-04-19
http://www.vgchartz.com/weekly/42113/USA/,USA,42113,2015-04-19
http://www.vgchartz.com/weekly/42113/Europe/,Europe,42113,2015-04-19
http://www.vgchartz.com/weekly/42113/UK/,UK,42113,2015-04-19
http://www.vgchartz.com/weekly/42113/Germany/,Germany,42113,2015-04-19
http://www.vgchartz.com/weekly/42113/France/,France,42113,2015-04-19
http://www.vgchartz.com/weekly/42113/Japan/,Japan,42113,2015-04-19
http://www.vgchartz.com/weekly/42106/Global/,Global,42106,2015-04-12
http://www.vgchartz.com/weekly/42106/USA/,USA,42106,2015-04-12
http://www.vgchartz.com/weekly/42106/Europe/,Europe,42106,2015-04-12
http://www.vgchartz.com/weekly/42106/UK/,UK,42106,2015-04-12
http://www.vgchartz.com/weekly/42106/Germany/,Germany,42106,2015-04-12
http://www.vgchartz.com/weekly/42106/France/,France,42106,2015-04-12
http://www.vgchartz.com/weekly/42106/Japan/,Japan,42106,2015-04-12
http://www.vgchartz.com/weekly/42099/Global/,Global,42099,2015-04-05
http://www.vgchartz.com/weekly/42099/USA/,USA,42099,2015-04-05
http://www.vgchartz.com/weekly/42099/Europe/,Europe,42099,2015-04-05
http://www.vgchartz.com/weekly/42099/UK/,UK,42099,2015-04-05
http://www.vgchartz.com/weekly/42099/Germany/,Germany,42099,2015-04-05
http://www.vgchartz.com/weekly/42099/France/,France,42099,2015-04-05
http://www.vgchartz.com/weekly/42099/Japan/,Japan,42099,2015-04-05
http://www.vgchartz.com/weekly/42092/Global/,Global,42092,2015-03-29
http://www.vgchartz.com/weekly/42092/USA/,USA,42092,2015-03-29
http://www.vgchartz.com/weekly/42092/Europe/,Europe,42092,2015-03-29
http://www.vgchartz.com/weekly/42092/UK/,UK,42092,2015-03-29
http://www.vgchartz.com/weekly/42092/Germany/,Germany,42092,2015-03-29
http://www.vgchartz.com/weekly/42092/France/,France,42092,2015-03-29
http://www.vgchartz.com/weekly/42092/Japan/,Japan,42092,2015-03-29
http://www.vgchartz.com/weekly/42085/Global/,Global,42085,2015-03-22
http://www.vgchartz.com/weekly/42085/USA/,USA,42085,2015-03-22
http://www.vgchartz.com/weekly/42085/Europe/,Europe,42085,2015-03-22
http://www.vgchartz.com/weekly/42085/UK/,UK,42085,2015-03-22
http://www.vgchartz.com/weekly/42085/Germany/,Germany,42085,2015-03-22
http://www.vgchartz.com/weekly/42085/France/,France,42085,2015-03-22
http://www.vgchartz.com/weekly/42085/Japan/,Japan,42085,2015-03-22
http://www.vgchartz.com/weekly/42078/Global/,Global,42078,2015-03-15
http://www.vgchartz.com/weekly/42078/USA/,USA,42078,2015-03-15
http://www.vgchartz.com/weekly/42078/Europe/,Europe,42078,2015-03-15
http://www.vgchartz.com/weekly/42078/UK/,UK,42078,2015-03-15
http://www.vgchartz.com/weekly/42078/Germany/,Germany,42078,2015-03-15
http://www.vgchartz.com/weekly/42078/France/,France,42078,2015-03-15
http://www.vgchartz.com/weekly/42078/Japan/,Japan,42078,2015-03-15
http://www.vgchartz.com/weekly/42071/Global/,Global,42071,2015-03-08
http://www.vgchartz.com/weekly/42071/USA/,USA,42071,2015-03-08
http://www.vgchartz.com/weekly/42071/Europe/,Europe,42071,2015-03-08
http://www.vgchartz.com/weekly/42071/UK/,UK,42071,2015-03-08
http://www.vgchartz.com/weekly/42071/Germany/,Germany,42071,2015-03-08
http://www.vgchartz.com/weekly/42071/France/,France,42071,2015-03-08
http://www.vgchartz.com/weekly/42071/Japan/,Japan,42071,2015-03-08
http://www.vgchartz.com/weekly/42064/Global/,Global,42064,2015-03-01
http://www.vgchartz.com/weekly/42064/USA/,USA,42064,2015-03-01
http://www.vgchartz.com/weekly/42064/Europe/,Europe,42064,2015-03-01
http://www.vgchartz.com/weekly/42064/UK/,UK,42064,2015-03-01
http://www.vgchartz.com/weekly/42064/Germany/,Germany,42064,2015-03-01
http://www.vgchartz.com/weekly/42064/France/,France,42064,2015-03-01
http://www.vgchartz.com/weekly/42064/Japan/,Japan,42064,2015-03-01
http://www.vgchartz.com/weekly/42057/Global/,Global,42057,2015-02-22
http://www.vgchartz.com/weekly/42057/USA/,USA,42057,2015-02-22
http://www.vgchartz.com/weekly/42057/Europe/,Europe,42057,2015-02-22
http://www.vgchartz.com/weekly/42057/UK/,UK,42057,2015-02-22
http://www.vgchartz.com/weekly/42057/Germany/,Germany,42057,2015-02-22
http://www.vgchartz.com/weekly/42057/France/,France,42057,2015-02-22
http://www.vgchartz.com/weekly/42057/Japan/,Japan,42057,2015-02-22
http://www.vgchartz.com/weekly/42050/Global/,Global,42050,2015-02-15
http://www.vgchartz.com/weekly/42050/USA/,USA,42050,2015-02-15
http://www.vgchartz.com/weekly/42050/Europe/,Europe,42050,2015-02-15
http://www.vgchartz.com/weekly/42050/UK/,UK,42050,2015-02-15
http://www.vgchartz.com/weekly/42050/Germany/,Germany,42050,2015-02-15
http://www.vgchartz.com/weekly/42050/France/,France,42050,2015-02-15
http://www.vgchartz.com/weekly/42050/Japan/,Japan,42050,2015-02-15
http://www.vgchartz.com/weekly/42043/Global/,Global,42043,2015-02-08
http://www.vgchartz.com/weekly/42043/USA/,USA,42043,2015-02-08
http://www.vgchartz.com/weekly/42043/Europe/,Europe,42043,2015-02-08
http://www.vgchartz.com/weekly/42043/UK/,UK,42043,2015-02-08
http://www.vgchartz.com/weekly/42043/Germany/,Germany,42043,2015-02-08
http://www.vgchartz.com/weekly/42043/France/,France,42043,2015-02-08
http://www.vgchartz.com/weekly/42043/Japan/,Japan,42043,2015-02-08
http://www.vgchartz.com/weekly/42036/Global/,Global,42036,2015-02-01
http://www.vgchartz.com/weekly/42036/USA/,USA,42036,2015-02-01
http://www.vgchartz.com/weekly/42036/Europe/,Europe,42036,2015-02-01
http://www.vgchartz.com/weekly/42036/UK/,UK,42036,2015-02-01
http://www.vgchartz.com/weekly/42036/Germany/,Germany,42036,2015-02-01
http://www.vgchartz.com/weekly/42036/France/,France,42036,2015-02-01
http://www.vgchartz.com/weekly/42036/Japan/,Japan,42036,2015-02-01
http://www.vgchartz.com/weekly/42029/Global/,Global,42029,2015-01-25
http://www.vgchartz.com/weekly/42029/USA/,USA,42029,2015-01-25
http://www.vgchartz.com/weekly/42029/Europe/,Europe,42029,2015-01-25
http://www.vgchartz.com/weekly/42029/UK/,UK,42029,2015-01-25
http://www.vgchartz.com/weekly/42029/Germany/,Germany,42029,2015-01-25
http://www.vgchartz.com/weekly/42029/France/,France,42029,2015-01-25
http://www.vgchartz.com/weekly/42029/Japan/,Japan,42029,2015-01-25
http://www.vgchartz.com/weekly/42022/Global/,Global,42022,2015-01-18
http://www.vgchartz.com/weekly/42022/USA/,USA,42022,2015-01-18
http://www.vgchartz.com/weekly/42022/Europe/,Europe,42022,2015-01-18
http://www.vgchartz.com/weekly/42022/UK/,UK,42022,2015-01-18
http://www.vgchartz.com/weekly/42022/Germany/,Germany,42022,2015-01-18
http://www.vgchartz.com/weekly/42022/France/,France,42022,2015-01-18
http://www.vgchartz.com/weekly/42022/Japan/,Japan,42022,2015-01-18
http://www.vgchartz.com/weekly/42015/Global/,Global,42015,2015-01-11
http://www.vgchartz.com/weekly/42015/USA/,USA,42015,2015-01-11
http://www.vgchartz.com/weekly/42015/Europe/,Europe,42015,2015-01-11
http://www.vgchartz.com/weekly/42015/UK/,UK,42015,2015-01-11
http://www.vgchartz.com/weekly/42015/Germany/,Germany,42015,2015-01-11
http://www.vgchartz.com/weekly/42015/France/,France,42015,2015-01-11
http://www.vgchartz.com/weekly/42015/Japan/,Japan,42015,2015-01-11
http://www.vgchartz.com/weekly/42008/Global/,Global,42008,2015-01-04
http://www.vgchartz.com/weekly/42008/USA/,USA,42008,2015-01-04
http://www.vgchartz.com/weekly/42008/Europe/,Europe,42008,2015-01-04
http://www.vgchartz.com/weekly/42008/UK/,UK,42008,2015-01-04
http://www.vgchartz.com/weekly/42008/Germany/,Germany,42008,2015-01-04
http://www.vgchartz.com/weekly/42008/France/,France,42008,2015-01-04
http://www.vgchartz.com/weekly/42008/Japan/,Japan,42008,2015-01-04
http://www.vgchartz.com/weekly/42001/Global/,Global,42001,2014-12-28
http://www.vgchartz.com/weekly/42001/USA/,USA,42001,2014-12-28
http://www.vgchartz.com/weekly/42001/Europe/,Europe,42001,2014-12-28
http://www.vgchartz.com/weekly/42001/UK/,UK,42001,2014-12-28
http://www.vgchartz.com/weekly/42001/Germany/,Germany,42001,2014-12-28
http://www.vgchartz.com/weekly/42001/France/,France,42001,2014-12-28
http://www.vgchartz.com/weekly/42001/Japan/,Japan,42001,2014-12-28
http://www.vgchartz.com/weekly/41994/Global/,Global,41994,2014-12-21
http://www.vgchartz.com/weekly/41994/USA/,USA,41994,2014-12-21
http://www.vgchartz.com/weekly/41994/Europe/,Europe,41994,2014-12-21
http://www.vgchartz.com/weekly/41994/UK/,UK,41994,2014-12-21
http://www.vgchartz.com/weekly/41994/Germany/,Germany,41994,2014-12-21
http://www.vgchartz.com/weekly/41994/France/,France,41994,2014-12-21
http://www.vgchartz.com/weekly/41994/Japan/,Japan,41994,2014-12-21
http://www.vgchartz.com/weekly/41987/Global/,Global,41987,2014-12-14
http://www.vgchartz.com/weekly/41987/USA/,USA,41987,2014-12-14
http://www.vgchartz.com/weekly/41987/Europe/,Europe,41987,2014-12-14
http://www.vgchartz.com/weekly/41987/UK/,UK,41987,2014-12-14
http://www.vgchartz.com/weekly/41987/Germany/,Germany,41987,2014-12-14
http://www.vgchartz.com/weekly/41987/France/,France,41987,2014-12-14
http://www.vgchartz.com/weekly/41987/Japan/,Japan,41987,2014-12-14
http://www.vgchartz.com/weekly/41980/Global/,Global,41980,2014-12-07
http://www.vgchartz.com/weekly/41980/USA/,USA,41980,2014-12-07
http://www.vgchartz.com/weekly/41980/Europe/,Europe,41980,2014-12-07
http://www.vgchartz.com/weekly/41980/UK/,UK,41980,2014-12-07
http://www.vgchartz.com/weekly/41980/Germany/,Germany,41980,2014-12-07
http://www.vgchartz.com/weekly/41980/France/,France,41980,2014-12-07
http://www.vgchartz.com/weekly/41980/Japan/,Japan,41980,2014-12-07
http://www.vgchartz.com/weekly/41973/Global/,Global,41973,2014-11-30
http://www.vgchartz.com/weekly/41973/USA/,USA,41973,2014-11-30
http://www.vgchartz.com/weekly/41973/Europe/,Europe,41973,2014-11-30
http://www.vgchartz.com/weekly/41973/UK/,UK,41973,2014-11-30
http://www.vgchartz.com/weekly/41973/Germany/,Germany,41973,2014-11-30
http://www.vgchartz.com/weekly/41973/France/,France,41973,2014-11-30
http://www.vgchartz.com/weekly/41973/Japan/,Japan,41973,2014-11-30
http://www.vgchartz.com/weekly/41966/Global/,Global,41966,2014-11-23
http://www.vgchartz.com/weekly/41966/USA/,USA,41966,2014-11-23
http://www.vgchartz.com/weekly/41966/Europe/,Europe,41966,2014-11-23
http://www.vgchartz.com/weekly/41966/UK/,UK,41966,2014-11-23
http://www.vgchartz.com/weekly/41966/Germany/,Germany,41966,2014-11-23
http://www.vgchartz.com/weekly/41966/France/,France,41966,2014-11-23
http://www.vgchartz.com/weekly/41966/Japan/,Japan,41966,2014-11-23
http://www.vgchartz.com/weekly/41959/Global/,Global,41959,2014-11-16
http://www.vgchartz.com/weekly/41959/USA/,USA,41959,2014-11-16
http://www.vgchartz.com/weekly/41959/Europe/,Europe,41959,2014-11-16
http://www.vgchartz.com/weekly/41959/UK/,UK,41959,2014-11-16
http://www.vgchartz.com/weekly/41959/Germany/,Germany,41959,2014-11-16
http://www.vgchartz.com/weekly/41959/France/,France,41959,2014-11-16
http://www.vgchartz.com/weekly/41959/Japan/,Japan,41959,2014-11-16
http://www.vgchartz.com/weekly/41952/Global/,Global,41952,2014-11-09
http://www.vgchartz.com/weekly/41952/USA/,USA,41952,2014-11-09
http://www.vgchartz.com/weekly/41952/Europe/,Europe,41952,2014-11-09
http://www.vgchartz.com/weekly/41952/UK/,UK,41952,2014-11-09
http://www.vgchartz.com/weekly/41952/Germany/,Germany,41952,2014-11-09
http://www.vgchartz.com/weekly/41952/France/,France,41952,2014-11-09
http://www.vgchartz.com/weekly/41952/Japan/,Japan,41952,2014-11-09
http://www.vgchartz.com/weekly/41945/Global/,Global,41945,2014-11-02
http://www.vgchartz.com/weekly/41945/USA/,USA,41945,2014-11-02
http://www.vgchartz.com/weekly/41945/Europe/,Europe,41945,2014-11-02
http://www.vgchartz.com/weekly/41945/UK/,UK,41945,2014-11-02
http://www.vgchartz.com/weekly/41945/Germany/,Germany,41945,2014-11-02
http://www.vgchartz.com/weekly/41945/France/,France,41945,2014-11-02
http://www.vgchartz.com/weekly/41945/Japan/,Japan,41945,2014-11-02
http://www.vgchartz.com/weekly/41938/Global/,Global,41938,2014-10-26
http://www.vgchartz.com/weekly/41938/USA/,USA,41938,2014-10-26
http://www.vgchartz.com/weekly/41938/Europe/,Europe,41938,2014-10-26
http://www.vgchartz.com/weekly/41938/UK/,UK,41938,2014-10-26
http://www.vgchartz.com/weekly/41938/Germany/,Germany,41938,2014-10-26
http://www.vgchartz.com/weekly/41938/France/,France,41938,2014-10-26
http://www.vgchartz.com/weekly/41938/Japan/,Japan,41938,2014-10-26
http://www.vgchartz.com/weekly/41931/Global/,Global,41931,2014-10-19
http://www.vgchartz.com/weekly/41931/USA/,USA,41931,2014-10-19
http://www.vgchartz.com/weekly/41931/Europe/,Europe,41931,2014-10-19
http://www.vgchartz.com/weekly/41931/UK/,UK,41931,2014-10-19
http://www.vgchartz.com/weekly/41931/Germany/,Germany,41931,2014-10-19
http://www.vgchartz.com/weekly/41931/France/,France,41931,2014-10-19
http://www.vgchartz.com/weekly/41931/Japan/,Japan,41931,2014-10-19
http://www.vgchartz.com/weekly/41924/Global/,Global,41924,2014-10-12
http://www.vgchartz.com/weekly/41924/USA/,USA,41924,2014-10-12
http://www.vgchartz.com/weekly/41924/Europe/,Europe,41924,2014-10-12
http://www.vgchartz.com/weekly/41924/UK/,UK,41924,2014-10-12
http://www.vgchartz.com/weekly/41924/Germany/,Germany,41924,2014-10-12
http://www.vgchartz.com/weekly/41924/France/,France,41924,2014-10-12
http://www.vgchartz.com/weekly/41924/Japan/,Japan,41924,2014-10-12
http://www.vgchartz.com/weekly/41917/Global/,Global,41917,2014-10-05
http://www.vgchartz.com/weekly/41917/USA/,USA,41917,2014-10-05
http://www.vgchartz.com/weekly/41917/Europe/,Europe,41917,2014-10-05
http://www.vgchartz.com/weekly/41917/UK/,UK,41917,2014-10-05
http://www.vgchartz.com/weekly/41917/Germany/,Germany,41917,2014-10-05
http://www.vgchartz.com/weekly/41917/France/,France,41917,2014-10-05
http://www.vgchartz.com/weekly/41917/Japan/,Japan,41917,2014-10-05
http://www.vgchartz.com/weekly/41910/Global/,Global,41910,2014-09-28
http://www.vgchartz.com/weekly/41910/USA/,USA,41910,2014-09-28
http://www.vgchartz.com/weekly/41910/Europe/,Europe,41910,2014-09-28
http://www.vgchartz.com/weekly/41910/UK/,UK,41910,2014-09-28
http://www.vgchartz.com/weekly/41910/Germany/,Germany,41910,2014-09-28
http://www.vgchartz.com/weekly/41910/France/,France,41910,2014-09-28
http://www.vgchartz.com/weekly/41910/Japan/,Japan,41910,2014-09-28
http://www.vgchartz.com/weekly/41903/Global/,Global,41903,2014-09-21
http://www.vgchartz.com/weekly/41903/USA/,USA,41903,2014-09-21
http://www.vgchartz.com/weekly/41903/Europe/,Europe,41903,2014-09-21
http://www.vgchartz.com/weekly/41903/UK/,UK,41903,2014-09-21
http://www.vgchartz.com/weekly/41903/Germany/,Germany,41903,2014-09-21
http://www.vgchartz.com/weekly/41903/France/,France,41903,2014-09-21
http://www.vgchartz.com/weekly/41903/Japan/,Japan,41903,2014-09-21
http://www.vgchartz.com/weekly/41896/Global/,Global,41896,2014-09-14
http://www.vgchartz.com/weekly/41896/USA/,USA,41896,2014-09-14
http://www.vgchartz.com/weekly/41896/Europe/,Europe,41896,2014-09-14
http://www.vgchartz.com/weekly/41896/UK/,UK,41896,2014-09-14
http://www.vgchartz.com/weekly/41896/Germany/,Germany,41896,2014-09-14
http://www.vgchartz.com/weekly/41896/France/,France,41896,2014-09-14
http://www.vgchartz.com/weekly/41896/Japan/,Japan,41896,2014-09-14
http://www.vgchartz.com/weekly/41889/Global/,Global,41889,2014-09-07
http://www.vgchartz.com/weekly/41889/USA/,USA,41889,2014-09-07
http://www.vgchartz.com/weekly/41889/Europe/,Europe,41889,2014-09-07
http://www.vgchartz.com/weekly/41889/UK/,UK,41889,2014-09-07
http://www.vgchartz.com/weekly/41889/Germany/,Germany,41889,2014-09-07
http://www.vgchartz.com/weekly/41889/France/,France,41889,2014-09-07
http://www.vgchartz.com/weekly/41889/Japan/,Japan,41889,2014-09-07
http://www.vgchartz.com/weekly/41882/Global/,Global,41882,2014-08-31
http://www.vgchartz.com/weekly/41882/USA/,USA,41882,2014-08-31
http://www.vgchartz.com/weekly/41882/Europe/,Europe,41882,2014-08-31
http://www.vgchartz.com/weekly/41882/UK/,UK,41882,2014-08-31
